groupid;url;title;review_id;sentence_id;text;annotation 1;annotation 2;annotation 3;label
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;135;3;Doktor je vrhunski profesionalac koji je spreman pomoći i prije svega poslušati moje probleme.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;135;4;Kompletno iskustvo boravka u Traumatološkoj bolnici prije, za vrijeme i poslje operacije mi je bilo u potpunosti olakšano pristupom doktora Ćorluke i kompletne ekipe s njegovog odjela i u operacijskoj sali.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;135;5;Ekipa je vrh.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;135;6;Doktoru Ćorluki sam zauvijek zahvalan...pozdrav.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;136;1;Nikad vam neću moći dovoljno zahvaliti za sve vaše usluge.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;136;2;Vi ste zaista čovjek od časti i riječi.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;136;3;Uvijek ću se moliti Bogu za Vaš boljitak.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;136;4;Hvala, ne samo za ono što ste učinili ... već i što ste mi dali osjećaj da to vrijedi učiniti za mene.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;136;5;Mnogo riječi ne čini govore uvijek zanimljivim ... ponekad jedna riječ ima duboko značenje: hvala;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;137;1;Prije mjesec dana bila sam na operaciji kraljeska kod dr. Ćorluke.;positive;neutral;neutral;neutral
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;137;2;Odusevljena sam njegivom stručnosću, cjelokupnim prustupomi brigom za pacijenta.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;137;3;Rezultat je da već nakon 3 tjedna samostalno hodam iako sam u visokim godinama zivota.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;137;4;Velika karijera je pred mladim doktorom!;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;137;5;Visoku ocjenu zasluzuje kompletan 2. odjel na 1. katu.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;137;6;Velika vam hvala dr. Ćorluka.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;138;1;Doktor Ćorluka je primjer koji bi svi trebali slijediti.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;138;2;Prije svega je čovjek i uvijek spreman pomoći.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;138;3;Uz pomoć njega moj prijatelj je opet na nogama.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;138;4;Njegovu stručnost ne treba komentirati dovoljno govore međunarodna priznanja i kongresi na kojima aktivno sudjeluje i gdje se konstantno unapređuje.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;138;5;Možete jedino biti sretni i zahvaliti ukoliko vas preporuka ili slučajno spoji s doktorom Stipom.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;138;6;Neizmjerno hvala doktore!;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;139;1;Sve pohvale za Dr. Ćorluku!;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;139;2;Zbog velikih bolova nisam više bio u mogućnosti obavljati svakodnevne aktivnosti.;neutral;neutral;positive;neutral
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;139;3;Nakon konzultacija, Dr. Ćorluka je postavio dijagnozu gdje je problem na L5/S1 mogao biti saniran samo uz pomoć operativnog zahvata.;neutral;neutral;positive;neutral
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;139;4;Operirao me prije 3 mjeseca s čim mi je vratio život u normalu i to već nakon nekoliko tjedana gdje sam se vratio svojim normalnim fizičkim aktivnostima.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;139;5;Svakome bi preporučio Dr. Ćorluku jer uz to što je vrhunski stručnjak, pacijent mu nije samo broj.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;139;6;Hvala Doktore!;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;140;1;Prije par mjeseci bila sam zbog problena sa lumbalnom kralježnicom kod doktora Ćorluke.;positive;neutral;neutral;neutral
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;140;2;Na pregled nisam dugo čekala.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;140;3;Doktor me primio, postavio dijagnozu,za sada sam na fizikalnim terapijama i ok je.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;140;4;Jako ljubazan,drag,odgovara na sva moja pitanja, savjetuje,veoma stručan i savjestan.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;140;5;Sve pohvale i preporuke!!;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;141;1;Velike pohvale za vrhunskog stručnjaka,velikog čovjeka.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;141;2;Izuzetno stručan,empatican.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;141;3;Moj problem,sa kojim sam se mučio više godina,riješio je jednom operacijom.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;141;4;Prošle su tri godine,brzo sam se vratio normalnom životu.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;141;5;Veliko hvala doktoru!!;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;142;1;Doktor Ćorluka je jedan od najboljih doktora koje sam posjetio.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;142;2;Ljubazan, pristojan,nasmijan, ugodan.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;142;3;O njegovoj stručnosti da i ne govorim.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;142;4;Jednostavno savršen!;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;142;5;Svima koji imaju problema sa kralježnicom preporuke za doktora Ćorluku!;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;143;1;Mlad, izuzetno stručan, susretljiv,ljubazan!;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;143;2;Odmah na prvom pregledu postavio dijagnozu,krenulo liječenje, naravno vrlo uspješno Sve preporuke za doktora Ćorluku;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;144;1;Mlad,stručan,pristupačan,ljubazan!!;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;144;2;Vjerujem da svi koji su bili i jesu pacijenti doktora Ćorluke dijele moje mišljenje;positive;positive;neutral;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;144;3;Sve preporuke!!;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;145;1;Doktor Ćorluka je izuzetno stručan,susretljiv,poduzetan...a povrh svega toga prvenstveno veliki Čovijek!!;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;145;2;U Draškovićevoj se liječim od 2018.godine,iza mene su tri operacije lumbalne kralježnice i evo konačno zahvaljujući doktoru Ćorluki normalno funkcioniram.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;145;3;Nikada nije preporučio privatne klinike,nikada podigao glas, uvijek mi je sve objasnio i strpljivo odgovarao na moja pitanja,koja su nekada mozda bila i glupa.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;145;4;Doktor je uvijek dostupan,za bilo koji savjet.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;145;5;Sam doktor Ćorluka mi je dogovorio preglede u AZB,zauzeo se i potrudio,radio sve da riješi moj problem.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;145;6;Pohvale i svim ostalim liječnicima,medicinskim sestrama,tehničarima na II odjelu u Draškovićevoj.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;145;7;Svi ljubazni i odlični,ne govorim ovo na pamet,nego iz svog iskustva.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;145;8;Doktore Ćorluka samo tako i dalje, najbolji ste!!;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;146;1;Iznimno stručan, pristupačan, simpatičan i dostupan u svakom trenutku za sva pitanja..;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;146;2;Problem je ustanovio i odmah reagirao u skladu s problemom..;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;146;3;sve preporuke;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;147;1;Odličan, sve pohvale na njegovoj susretljivosti, stručnosti svima bi ga preporučila tko ima problema kao ja jer je vec prvim pregledom pomogao savjetima,preporukama.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;147;2;Jednostavan možeš mu se obratiti srdačno daje savjet.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;147;3;Sve ocjene su mu iznad zlatnih pet.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;148;1;Odličan doktor!;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;148;2;Za svaku preporuku!;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;148;3;U Draškovićevoj je uvijek gužva, a on je miran, staložen, stručan i dostupan!;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;149;1;Doktor Stipe prije svega jako pristupačan i čovjek dobrog srca.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;149;2;Najbolja kombinacija stručnosti u svom poslu i ljudske dobrote.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;150;1;Doktor Ćorluka uistinu je najdoktor.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;150;2;Nakon dvije operacije lumbalne kralježnice bolovi se nisu smanjili,naprotiv,bilo mi je sve gore.;neutral;neutral;negative;neutral
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;150;3;Pila sam do 10 zaldiara dnevno,onda sam završila na narkoticima.;neutral;neutral;negative;neutral
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;150;4;Prije cca godinu dana potražila sam drugo,treće mišljenje i postala pacijent doktora Ćorluke.;neutral;neutral;neutral;neutral
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;150;5;Dogovorili smo daljnji tijek liječenja, te sam u veljači ponovo operirana.;neutral;neutral;neutral;neutral
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;150;6;Doktor Ćorluka je za mene napravio čudo,nakon 4 godine užasnih bolova,riješio je moje probleme.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;150;7;Veliki stručnjak,veliki čovjek!!;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;150;8;Srdačan, susretljiv,empatičan i uvijek dostupan pacijentu.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;150;9;Komunikacija odlična,koji god sam savijete tražila,uvijek sam dobila iscrpan i stručan odgovor.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;150;10;Doktor kojem sam neizmjerno zahvalna,koji će uvijek dati savjet,bodriti pacijenata i biti uz njega.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;150;11;Svima koji imaju problema sa kralježnicom preporučam najdoktora, doktora Stipu Ćorluku.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;151;1;Dr. Ćorluka, prije svega čovjek velikog srca, a onda stručnjak što se tiče kralježnice.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;151;2;Nakon što sam obišla dva neurokirurga, koji nisu vidjeli uopće u čemu je problem, dr. Ćorluka je postavio dijagnozu odmah.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;151;3;U mjesec dana mog boravka, i dvije operacije, on se toliko angažirao da ja nemam prikladnih riječi kojima bih opisala tog doktora, tog čovjeka...;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;151;4;Riješio me bolova, mjesec dana nakon zadnje operacije ja sam doslovno preporođena.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;151;5;Zaista ga preporučujem, svima onima koji imaju bolove i gube nadu jer su zaista na pravom mjestu, i ako će se itko potruditi oko njih, to je dr. Ćorluka.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;151;6;Njemu pacijent nije samo broj, on sebe cijelog unese da bih pomogao.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;151;7;Ja mu se od ❤️ zahvaljujem, presretna sam što sam ga našla...;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;151;8;Mnogi bi se mogli ugledati na njega.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;151;9;Ponosna sam što je moj doktor.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;151;10;Isto tako i osoblje odijela, svi koji tamo rade, svi do jednog, čine prekrasan tim.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;151;11;Veliko, najveće im hvala na svemu...;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;152;1;Dr Čorluki veliko hvala na svemu, ne znam što prije spomenuti: stručnost, ljubaznost, strpljivost, empatiju.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;152;2;Imala sam 3 teške operacije.;neutral;neutral;negative;neutral
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;152;3;2.i3. mi je radio dr Čorluka.;neutral;neutral;positive;neutral
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;152;4;Imala sam velikih problema s nogom i jake,neizdržive bolove u kralježnici koji su trajali nekoliko godina.;neutral;neutral;negative;neutral
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;152;5;Nakon zadnje operacije bolovi su nestali.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;152;6;Ono što drugi nisu znali ni mogli, napravio je on.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;152;7;Predan svome poslu toliko da dolazi i van radnog vremena vidjeti svoje pacijente, sve objasni i odgovori na svako pitanje i to s voljom.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;152;8;I što je svakom čovjeku vrlo bitno uz svoje vrhunsko znanje je to da zaista unaša ljubav prema poslu i posveti se svakom pacijentu.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;152;9;Njegovo osoblje za svaku pohvalu,od prvog do zadnjeg.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;152;10;Kad drugi odustanu,on je tu?!;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;152;11;Hvala mu na tome!;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;153;1;Zahvaljujem doktoru Ćorluki na operaciji kralježnice.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;153;2;Već nakon tjedan dana osjećam poboljšanje, pogotovo bol u desnoj nozi je potpuno nestala..;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;153;3;Doktor Ćorluka zbilja i kad ne radi ,dođe u bolnicu do svojih pacijenata.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;153;4;To puno govori kakav je čovjek,a prvo izvrstan liječnik.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;153;5;Svako tko ima problema sa kralježnicom preporučam doktora Ćorluku.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;153;6;Zahvaljujem i njegovom osoblju,jer uvijek znaju raspoloživi čovjeka.;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;154;1;Strućnjak za kralježnicu ljubazan vratio je meni i obitelji osmjeh na lice vratio me u život;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;154;2;Doktore hvala Vama i cijelom osoblju traumatologije u Draškovičevoj 19;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;155;1;Doktor je veoma ljubazan i stručan!;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;155;2;Njegov pristup vratio mi je vjeru u Hrvatsko zdravstvo, drago mi je da se kao mladi čovjek odlučio ostati u Hrvatskoj raditi svoj poziv!;positive;positive;positive;positive
4;https://najdoktor.com/dr-stipe-corluka/d18436;Stipe Ćorluka;156;1;Pohvaljujem doktora Ćorluku zbog njegove prvenstveno ljudskosti, ljubaznosti, profesionalnosti i ulozenom trudu za rjesavanje mojih zdravstvenih problema te njegovoj brizi za pacijente.;positive;positive;positive;positive
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;157;1;Doktor je bezobrazan, bahat i umišljen.;negative;negative;negative;negative
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;157;2;Pravi se kao da je najpametniji i za njega su žene glupe.;negative;negative;negative;negative
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;157;3;Zanima me koja žena mu plati u privat ambulanti pregled , za takvo bahato ponašanje.;negative;negative;sarcastic;negative
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;157;4;Kasni na posao, nikada ne dolazi na vrijeme, ako tko pita gdje je on se ljuti.;negative;negative;negative;negative
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;157;5;Ne preporučujem, nikako;negative;negative;negative;negative
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;158;1;Doktor je prilično bahat, ne možeš ga ništa pitati.;negative;negative;negative;negative
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;158;2;Jer kod njega pitanja ne postoje .;sarcastic;negative;neutral;negative
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;158;3;Samo kaže što ON želi i točka.;negative;negative;negative;negative
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;158;4;Nebi ga preporučila nikome.;negative;negative;negative;negative
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;158;5;Katastofa od jednog liječnika.;negative;negative;negative;negative
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;159;1;Danas sam prvi put bila kod dr. Franičevića i mogu vam reći da je bio jako pristojan prema meni i sve mi lijepo stručno objasnio.;positive;positive;positive;positive
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;159;2;Nakon 4 godine su mi napokon objašnjene neke stvari koje mi prijašnji doktor nije ni jednom objasnio.;positive;positive;positive;positive
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;159;3;Stvorio je jako ugodnu atmosferu i ni u jednom trenutku mi nije bilo neugodno.;positive;positive;positive;positive
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;159;4;Pričao je sa mnom ko da sam malo dijete i kad sam izašla rekao mi je bok miško.;negative;positive;negative;negative
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;159;5;Lijepo i simpatično.;positive;positive;positive;positive
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;159;6;Shvatila sam da ne voli kad se previše komplicira (npr. kad me pito za posljednju menstruaciju, otprilike sam mu rekla kad je bila i reko je da se upravo tako i odgovara jer on ne treba znati tocan datum, vrijeme).;neutral;neutral;neutral;neutral
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;159;7;Predložio mi je i kontracepcijske pilule zbog prištića koje imam i kad sam mu rekla da se pomalo i bojim piti te tablete i da sam neodlučna rekao mi je da nek lijepo razmislim i dođem na savjetovanje kad odlučim i da ćemo popričat i da postoje i slabije tablete, jer mi je prijašnji doktor dao dijane i nisam ih željela piti, a kad sam ga zamolila da mi da druge rekao je da ne može da moram probati odgovaraju li mi ove.;neutral;neutral;mixed;neutral
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;159;8;Ali kažem dr. Franičević je sve lijepo objasnio i bio je jako ljubazan.;positive;positive;positive;positive
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;159;9;Voli se šalit na svoj način, meni simpatičan.;positive;positive;positive;positive
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;159;10;Za prvi put sam zadovoljna, a kako će biti dalje, vidjet ćemo;positive;positive;positive;positive
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;160;1;Bio je poprilično neugodan i bahat.;negative;negative;negative;negative
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;160;2;Niti na jedno pitanje nisam dobila normalan i pristojan odgovor.;negative;negative;negative;negative
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;160;3;"Čak je izjavio da ga nerviraju ""glupi ljudi"" iz razloga što nisam imala nalaz krvi kod sebe za koji nisam ni znala da je potrebno imati prilikom prvog pregleda, jer me nikad nitko to nije tražio.";negative;negative;negative;negative
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;160;4;Sramotno za jednog doktora i visokoobrazovanog čovjeka.;negative;negative;negative;negative
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;161;1;Upravo sam bila na pregledu kod dr. Franicevica, prvi put, i na putu do doma sam se odlucila registrirati i pohvaliti ga :);negative;positive;positive;positive
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;161;2;odusevljena sam njegovim pristupom i strucnoscu;positive;positive;positive;positive
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;161;3;Napravio je ugodnu atmosferu u kojoj sva neugoda nestaje a moram priznati da se ne sjecam jesam li ikada dobila toliko detaljan, i meni razumljiv, nalaz i cjelokupan pregled!;positive;positive;positive;positive
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;161;4;Samnom je bio jako ljubazan i srdacan.;positive;positive;positive;positive
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;161;5;Za svaku preporuku, 5+;positive;positive;positive;positive
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;162;1;Samo sam dosla bez naruđbe radi hitne situacije i odmah sam bila primljena.;neutral;positive;positive;positive
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;162;2;Malo je kasnio ali bitno da su moji problemi bili rjeseni kroz para dana i nalazi krvi i moji nalazi.;mixed;mixed;mixed;mixed
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;162;3;Stvarno se potrudio brzo rijesiti problem.;positive;positive;positive;positive
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;162;4;To mi je bilo prvi put da idem kod muskog ginekologa ali bila sam u situaciji kada nisam imala vremena za birati.;neutral;neutral;neutral;neutral
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;162;5;Na prvi pogled bila sam zadovoljna i rekla sama sebi da sam dramila previse oko toga sto je musko.;positive;positive;positive;positive
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;162;6;Zna biti i ljudima psihijatar i svu potporu pruziti i napraviti ugodnu atmosferu ali i također zna vam dati do znanja ako nesto pogresno radite i zezate se s necim cim nebi smjeli pa sam mu također i na tome zahvalna.;positive;positive;positive;positive
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;162;7;No kako su ti moji nalazi svakodnevno stizali pa sam par dana za redom dolazila do ambulante te mu je također tada bio zadnji tjedan na borovju prilikom izlaska iz ambulante rekao mi je pusa...;neutral;negative;negative;negative
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;163;1;Odličan doktor, za svaku pohvalu i preporuku.;positive;positive;positive;positive
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;163;2;Vrlo je temeljit, stručan, strpljiv i profesionalan.;positive;positive;positive;positive
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;163;3;Posveti se pacijentu i izdvoji vrijeme da detaljno objasni pozadinu.;positive;positive;positive;positive
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;163;4;Ima vrlo specifičan smisao za humor pa mogu razumjeti da ne odgovara svima.;neutral;neutral;positive;neutral
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;163;5;U svakom slučaju, vrlo pozitivno iskustvo.;positive;positive;positive;positive
4;https://najdoktor.com/davor-franicevic/d16194;Davor Franičević;164;1;Moram reci da sam jako zadovoljna odnosom koji dr. Franicevic ima prema pacijentima i njegovim radom.;positive;positive;positive;positive
